Item Name,Category,Distributor,Item Number,Product SKU,Description,Size,Proof %,Last Purchase Cost,Price Includes Tax,Cost Price,Retail Price,Promo Price,Reorder Level,Reorder Amount,Allow Alternate Description,Item has Serial Number,Image Id,Override Default Tax,Is Service,Commission Percent,Commission Fixed,Is Scalable,Weight,Price Per Pound,Deleted,Retail Markup,Quickbooks Id,Permanent Delete,Single Bottle Cost,Case Cost,Remove Discount,By Location,Quantity on Hand,Quantity Case,Price A,Price B,Price C
KAHLUA MUDSLIDE 4-PAK,SPIRITS,GLAZER,8954038419,68750,,200M,,,,6.61,8.49,,,,,,,,,,,,,,,,,,,,,C02061,0,,,,
KAHLUA PEPPERMINT MOCHA,CORDIALS,GLAZER,8954050462,299964,,750M,,,,19.03,27.39,,,,,,,,,,,,,,,,,,,,,H01005,1,,,,
KAHLUA WHITE RUSSIAN,CORDIALS,GLAZER,8954042324,78499,,1.75L,,,,13.28,17.49,,,,,,,,,,,,,,,,,,,,,H01139,0,,,,
KAMORA COFFEE,CORDIALS,STANDARD,8068625040,3884009,,750M,,,,11.67,15.59,,,,,,,,,,,,,,,,,,,,,H01020,15,,,,
KANSAS CLEAN DISTILLED,SPIRITS,GLAZER,5540400200,440403,,750M,,,,19.45,27.29,,,,,,,,,,,,,,,,,,,,,D02588,1,,,,
KANSAS TERRITORY BROWN ALE 6 PACK BTL,BEER,LDSFD,5977900505,34410,,12 OZ,,,,6.39,8.24,,,,,,,,,,,,,,,,,,,,,C04260,0,,,,
KEG OF BEER,BEER,STORE,500001,90000007,,12 OZ,,,,0,0,,,,,,,,,,,,,,,,,,,,,G03084,0,,,,
KEKE KEY LIME,CORDIALS,GLAZER,8559211934,91778,,750M,,,,15.56,22.79,,,,,,,,,,,,,,,,,,,,,F03482,0,,,,
KENDALL JACKSON CAB SAUV,WINE,STANDARD,8158401317,6300009,,750M,,,,17.08,26.49,,,,,,,,,,,,,,,,,,,,,A01245,0,,,,
KENDALL JACKSON CHARDONNAY,WINE,STANDARD,8158401310,6301009,,750M,,,,12.1,16.99,,,,,,,,,,,,,,,,,,,,,B03301,12,,,,
KENTUCKY DELUXE,SPIRITS,GLAZER,9674931210,62075,,1.75L,,,,11.31,14.59,,,,,,,,,,,,,,,,,,,,,F01051,9,,,,
KENTUCKY DELUXE BLEND,SPIRITS,GLAZER,9674931260,62077,,375M,,,,2.71,3.79,,,,,,,,,,,,,,,,,,,,,A02057,11,,,,
KENTUCKY DELUXE BLEND 4YR,SPIRITS,GLAZER,9674931250,62078,,200M,,,,1.59,2.69,,,,,,,,,,,,,,,,,,,,,A02058,4,,,,
KENTUCKY DELUXE BLENDED,SPIRITS,GLAZER,9674931230,201887,,750M,,,,5.8,7.49,,,,,,,,,,,,,,,,,,,,,F01086,0,,,,
KENTUCKY DELUXE BLENDED TRV,SPIRITS,GLAZER,9674931270,245450,,750M,,,,5.8,7.49,,,,,,,,,,,,,,,,,,,,,F01088,38,,,,
KENTUCKY GENTLEMAN,SPIRITS,STANDARD,8066024638,510015,,200M,,,,2.25,3.69,,,,,,,,,,,,,,,,,,,,,A02081,0,,,,
KENTUCKY GENTLEMAN,SPIRITS,STANDARD,8066014030,510013,,375M,,,,3.84,6.29,,,,,,,,,,,,,,,,,,,,,A02086,2,,,,
KENTUCKY GENTLEMAN,SPIRITS,STANDARD,8066014035,510009,,750M,,,,6.22,7.99,,,,,,,,,,,,,,,,,,,,,F04136,11,,,,
KENTUCKY GENTLEMAN,SPIRITS,STANDARD,8066014031,510004,,1.75L,,,,11.67,15.99,,,,,,,,,,,,,,,,,,,,,F04151,11,,,,
KESSLER,SPIRITS,GLAZER,8068604212,2586,,1.75L,,,,16.34,20.99,,,,,,,,,,,,,,,,,,,,,F04159,0,,,,
KETEL BOTANICAL CUCUMBER MINT,SPIRITS,STANDARD,8515687500,21941009,,750M,,,,19.45,21.99,,,,,,,,,,,,,,,,,,,,,F02037,2,,,,
KETEL BOTANICAL GRAPEFRUIT ROSE,SPIRITS,STANDARD,8515677500,21939009,,750M,,,,19.45,21.99,,,,,,,,,,,,,,,,,,,,,F02036,3,,,,
KETEL BOTANICAL PEACH ORANGE,SPIRITS,STANDARD,8515667500,21940009,,750M,,,,19.45,21.99,,,,,,,,,,,,,,,,,,,,,F02045,3,,,,
KETEL ONE VODKA 80,SPIRITS,STANDARD,8515651541,2350009,,750M,,,,19.45,26.49,,,,,,,,,,,,,,,,,,,,,F02038,1,,,,
KEYSTONE ICE 15 PACK CANS,BEER,LDSFD,7199028151,2948,,12 OZ,,,,8.8,11.02,,,,,,,,,,,,,,,,,,,,,G03121,0,,,,
KEYSTONE ICE 30 PACK CANS,BEER,LDSFD,7199047714,2334,,12 OZ,,,,16,20.09,,,,,,,,,,,,,,,,,,,,,G03116,0,,,,
KEYSTONE LIGHT 12 PACK CANS,BEER,LDSFD,7199048004,2353,,12 OZ,,,,8,10,,,,,,,,,,,,,,,,,,,,,G03111,0,,,,
KEYSTONE LIGHT 15 PACK CANS,BEER,LDSFD,7199048045,2947,,12 OZ,,,,8.4,10.37,,,,,,,,,,,,,,,,,,,,,C03222,3,,,,
KEYSTONE LIGHT 18 PACK CANS,BEER,LDSFD,7199048017,2946,,16 OZ,,,,15.8,19.44,,,,,,,,,,,,,,,,,,,,,G03119,7,,,,
KEYSTONE LIGHT 18 PACK CANS,BEER,LDSFD,7199048016,2618,,12 OZ,,,,9.7,11.94,,,,,,,,,,,,,,,,,,,,,G03120,4,,,,
KEYSTONE LIGHT 30 PACK CANS,BEER,LDSFD,7199048019,2336,,12 OZ,,,,16,19.12,,,,,,,,,,,,,,,,,,,,,G03115,19,,,,
KEYSTONE LIGHT 6 PACK CANS,BEER,LDSFD,7199048008,2945,,16 OZ,,,,5.27,6.81,,,,,,,,,,,,,,,,,,,,,G05045,-20,,,,
KEYSTONE LIGHT CAN,BEER,LDSFD,7199048024,2776,,24 OZ,,,,1.55,2.04,,,,,,,,,,,,,,,,,,,,,G03021,6,,,,
KEYSTONE LT 12 PACK BTL,BEER,LDSFD,7199048026,2944,,12 OZ,,,,8.4,10.51,,,,,,,,,,,,,,,,,,,,,G03108,0,,,,
KEYSTONE LT 6 PACK CANS,BEER,LDSFD,7199048001,3333,,12 OZ,,,,5.27,6.81,,,,,,,,,,,,,,,,,,,,,G05030,-1,,,,
KEYSTONE PREM 12 PACK CAN,BEER,LDSFD,7199047004,2303,,12 OZ,,,,8,10,,,,,,,,,,,,,,,,,,,,,G02027,0,,,,
KILLIANS 6 PACK BTL,BEER,LDSFD,7199070002,2627,,12 OZ,,,,6.8,8.8,,,,,,,,,,,,,,,,,,,,,G04043,0,,,,
KILLIANS RED 12 PACK BTL,BEER,LDSFD,7199076400,2639,,12 OZ,,,,12.4,15.51,,,,,,,,,,,,,,,,,,,,,D02060,0,,,,
KIM CRAWFORD SAUV BLANC,WINE,STANDARD,8935200961,7162009,,750M,,,,13.53,19.09,,,,,,,,,,,,,,,,,,,,,B05105,0,,,,
KINKY ALOHA COCO PINE LIME,SPIRITS,STANDARD,8427900210,21957009,,750M,,,,16.34,21.99,,,,,,,,,,,,,,,,,,,,,H01048,6,,,,
KINKY BLUE,CORDIALS,STANDARD,8427999153,1235009,,750M,,,,16.34,23.49,,,,,,,,,,,,,,,,,,,,,H01045,0,,,,
KINKY BLUE,CORDIALS,STANDARD,8427999152,1235021,,$50M,,,,6.96,0.99,,,,,,,,,,,,,,,,,,,,,F02186,25,,,,
KINKY BLUE,CORDIALS,STANDARD,8427999210,1235013,,375M,,,,8.55,12.59,,,,,,,,,,,,,,,,,,,,,A03021,1,,,,
KINKY COCO PINEAPPLE LIME ALOHA,SPIRITS,STANDARD,8427900211,21957021,,50M,,,,1.36,0.99,,,,,,,,,,,,,,,,,,,,,F02189,22,,,,
KINKY PINK,CORDIALS,STANDARD,8427998343,14374009,,750M,,,,16.34,23.49,,,,,,,,,,,,,,,,,,,,,H01027,0,,,,
KINKY PINK,CORDIALS,STANDARD,8427998597,13761021,,$50M,,,,6.96,17.89,,,,,,,,,,,,,,,,,,,,,F02188,0,,,,
KINKY RED,SPIRITS,STANDARD,8427999834,18816021,,50M,,,,1.36,0.99,,,,,,,,,,,,,,,,,,,,,C02186,3,,,,
KINSEN PLUM WINE,WINE,GLAZER,8639535000,2559,,750M,,,,4.97,9.49,,,,,,,,,,,,,,,,,,,,,B01995,0,,,,
KNOB CREEK,SPIRITS,STANDARD,8068601610,3934004,,1.75L,,,,49.03,65.89,,,,,,,,,,,,,,,,,,,,,D01441,0,,,,
KNOB CREEK BOURBON,SPIRITS,STANDARD,8068601640,3934009,,750M,,,,28.79,32.99,,,,,,,,,,,,,,,,,,,,,F03114,4,,,,
KNOB CREEK BOURBON,SPIRITS,STANDARD,8068601660,3934013,,375M,,,,14.78,20.29,,,,,,,,,,,,,,,,,,,,,A01099,1,,,,
KONA BIG WAVE ALE 6 PACK BTL,BEER,CITYBEV,9603011496,6801,,12 OZ,,,,6.4,8.29,,,,,,,,,,,,,,,,,,,,,B01210,0,,,,
KONA VARIETY 12 PACK BTL,BEER,CITYBEV,9603061493,6813,,12 OZ,,,,12,15.99,,,,,,,,,,,,,,,,,,,,,B01213,0,,,,
KORBEL BRUT,WINE,GLAZER,8470409121,422151,,187M,,,,12.09,16.99,,,,,,,,,,,,,,,,,,,,,H02145,0,,,,
KORBEL BRUT CALIF CHAMP,WINE,GLAZER,8470409132,422148,,750M,,,,11.38,12.99,,,,,,,,,,,,,,,,,,,,,D01014,3,,,,
KRAKEN BLACK SPICED RUM,SPIRITS,STANDARD,1153801302,11854009,,750M,,,,16.34,23.29,,,,,,,,,,,,,,,,,,,,,F02235,2,,,,
KRAKEN BLACK SPICED RUM,SPIRITS,STANDARD,1153801308,11854013,,375M,,,,9.34,13.29,,,,,,,,,,,,,,,,,,,,,A02169,1,,,,
KRAKEN BLACK SPICED RUM,SPIRITS,STANDARD,1153801392,18821021,,50M,,,,1.22,1.79,,,,,,,,,,,,,,,,,,,,,A02042,19,,,,
LA MALDITA GARNACHA,WINE,WORLDWID,8017575009,11520333,,750M,,,,8.13,11.49,,,,,,,,,,,,,,,,,,,,,B04017,0,,,,
LABATT 6 PACK BTL,BEER,STANDARD,6206705172,75067,,11.5 OZ,,,,5.2,6.53,,,,,,,,,,,,,,,,,,,,,C02013,0,,,,
LABATT BLUE 12 PACK BTL,BEER,STANDARD,6206705155,129067,,11.5 OZ,,,,9.6,12.04,,,,,,,,,,,,,,,,,,,,,C03054,0,,,,
LABATT BLUE LIGHT LIME 6 PACK BTL,BEER,STANDARD,7031000975,13017062,,12 OZ,,,,5.2,6.53,,,,,,,,,,,,,,,,,,,,,C02023,0,,,,
LAGAVULIN 16 YR SCOTCH,SPIRITS,STANDARD,8811014005,1187009,,750M,,,,66.15,87.29,,,,,,,,,,,,,,,,,,,,,E03007,0,,,,
LAGUNITAS 12TH OF NEVER ALE 12 PACK CANS,BEER,LDSFD,2383030047,42055,,12 OZ,,,,12,16.99,,,,,,,,,,,,,,,,,,,,,F02459,0,,,,
LAGUNITAS IMPERIAL RED BTL,BEER,LDSFD,2383000003,42003,,22 OZ,,,,2.7,3.52,,,,,,,,,,,,,,,,,,,,,F02453,0,,,,
LAGUNITAS IPA 12 PACK BTL,BEER,LDSFD,2383010009,42044,,12 OZ,,,,12.8,16.79,,,,,,,,,,,,,,,,,,,,,F02452,6,,,,
LAGUNITAS LITTLE SUMPIN ALE 6 PACK BTL,BEER,LDSFD,2383000020,42007,,12 OZ,,,,7.19,9.31,,,,,,,,,,,,,,,,,,,,,F02454,0,,,,
LAGUNITAS MAXIMUS IPA 6 PACK BTL,BEER,LDSFD,2383000017,42009,,12 OZ,,,,7.6,9.86,,,,,,,,,,,,,,,,,,,,,F02457,0,,,,
LAGUNITAS SEASONAL 6 PACK BTL,BEER,LDSFD,2383000014,42012,,12 OZ,,,,7.99,10.32,,,,,,,,,,,,,,,,,,,,,F02458,0,,,,
LAGUNITAS SUMPIN EASY ALE 12 PACK CANS,BEER,LDSFD,2383010045,42090,,12 OZ,,,,12,16.49,,,,,,,,,,,,,,,,,,,,,F02451,0,,,,
LAKEFRONT NEW GRIST GLUTEN FREE,BEER,STANDARD,4654600068,10388062,,12 OZ,,,,7.6,9.86,,,,,,,,,,,,,,,,,,,,,G02443,0,,,,
LANDSHARK 12 PACK BTL,BEER,CITYBEV,1820012998,992,,12 OZ,,,,12.35,15.99,,,,,,,,,,,,,,,,,,,,,B01208,0,,,,
LANDSHARK 6 PACK BTL,BEER,CITYBEV,1820012982,996,,12 OZ,,,,6.69,8.66,,,,,,,,,,,,,,,,,,,,,B01206,0,,,,
LANDSHARK LAGER 4 PACK CANS,BEER,CITYBEV,184042,943,,16 OZ,,,,4.32,5.6,,,,,,,,,,,,,,,,,,,,,B01201,0,,,,
LAPHROAIG 10 YR SINGLE MALT SCOTCH,SPIRITS,GLAZER,8068681301,9994,,750M,,,,39.26,50.49,,,,,,,,,,,,,,,,,,,,,D02147,1,,,,
LAPHROAIG SINGLE MALT SCOTCH QUARTER CASK,SPIRITS,GLAZER,8068681303,118307,,750M,,,,45.49,58.49,,,,,,,,,,,,,,,,,,,,,E03010,0,,,,
LARCENY BOURBON,SPIRITS,GLAZER,9674903155,352150,,750M,,,,19.45,27.29,,,,,,,,,,,,,,,,,,,,,F01018,1,,,,
LEADSLINGERS WHISKEY,SPIRITS,STANDARD,2790899965,18234009,,750M,,,,23.34,32.29,,,,,,,,,,,,,,,,,,,,,F03117,0,,,,
LEBLON CACHACA,SPIRITS,STANDARD,5098700101,5674009,,750M,,,,21.78,30.29,,,,,,,,,,,,,,,,,,,,,F02154,0,,,,
LEFFE BLONDE ALE 6 PACK BTL,BEER,CITYBEV,8615000030,15006,,11.2 OZ,,,,7.75,10,,,,,,,,,,,,,,,,,,,,,C03046,0,,,,
LEFT HAND HARD WIRED NITRO 6 PACK BTL,BEER,WORLDWID,9386648002,40104192,,12 OZ,,,,8.8,10.99,,,,,,,,,,,,,,,,,,,,,G02013,0,,,,
LEFT HAND MS NITRO 6 PACK BTL,BEER,WORLDWID,9386653002,40102935,,12 OZ,,,,8.8,10.99,,,,,,,,,,,,,,,,,,,,,G02007,0,,,,
LEFT HAND SAWTOOTH ALE 6 PACK BTL,BEER,WORLDWID,9386630002,4010009,,12 OZ,,,,6.39,7.96,,,,,,,,,,,,,,,,,,,,,G02018,0,,,,
LEIN EXPLORER PACK 12 PACK BTL,BEER,LDSFD,3410078574,10377,,12 OZ,,,,12,15.99,,,,,,,,,,,,,,,,,,,,,C10009,0,,,,
LEIN GRAPEFRUIT SHANDY 6 PACK BTL,BEER,LDSFD,3410078658,13395,,12 OZ,,,,7.2,9.31,,,,,,,,,,,,,,,,,,,,,C10019,0,,,,
LEIN SEASONAL 6 PACK BTL,BEER,LDSFD,3410051605,102050,,12 OZ,,,,7.2,9.31,,,,,,,,,,,,,,,,,,,,,C10007,0,,,,
LEIN SEASONAL 6 PACK BTL,BEER,LDSFD,3410058805,10227,,12 OZ,,,,7.2,9.31,,,,,,,,,,,,,,,,,,,,,C10018,0,,,,
LEIN SHANDY 12 PACK BTL,BEER,LDSFD,3410072874,10378,,12 OZ,,,,12.8,15.99,,,,,,,,,,,,,,,,,,,,,C10006,0,,,,
LEIN SHANDY 12 PACK CANS,BEER,LDSFD,3410072902,10524,,12 OZ,,,,8,15.99,,,,,,,,,,,,,,,,,,,,,C10010,0,,,,
LEIN SHANDY SAMPLER 12 PACK CANS,BEER,LDSFD,3410078650,10352,,12 OZ,,,,12,15.99,,,,,,,,,,,,,,,,,,,,,C10028,0,,,,
LEIN SUMMER SHANDY CAN,BEER,LDSFD,3410051645,13777,,24 OZ,,,,2,2.59,,,,,,,,,,,,,,,,,,,,,C10021,0,,,,
LEINENKUGEL 6 PACK BTL,BEER,LDSFD,3410049805,10367,,12 OZ,,,,7.2,9.31,,,,,,,,,,,,,,,,,,,,,C10013,0,,,,
LEINENKUGEL BERRY 6 PACK BTL,BEER,LDSFD,3410025505,10363,,12 OZ,,,,7.2,9.31,,,,,,,,,,,,,,,,,,,,,G01224,0,,,,
LEINENKUGEL HONEY WEISS 6 PACK BTL,BEER,LDSFD,3410048505,10362,,12 OZ,,,,6.63,8.61,,,,,,,,,,,,,,,,,,,,,C10003,0,,,,
LEINENKUGEL ORANGE SHANDY 6 PACK BTL,BEER,LDSFD,3410051637,10245,,12 OZ,,,,7.2,9.31,,,,,,,,,,,,,,,,,,,,,C10012,0,,,,
LEINENKUGEL SEASONAL 12 PACK BTL,BEER,LDSFD,3410058874,10230,,12 OZ,,,,12,15.99,,,,,,,,,,,,,,,,,,,,,C10027,0,,,,
LEMON RITA 12 PACK CANS,BEER,CITYBEV,500018,500018,,8 OZ,,,,11.08,13.84,,,,,,,,,,,,,,,,,,,,,G02574,0,,,,
LES BOURGEOIS PINK FOX BLUSH,WINE,GLAZER,2369553361,453083,,750M,,,,5.69,10.49,,,,,,,,,,,,,,,,,,,,,B03013,0,,,,
LIBERTY CREEK MERLOT,WINE,GLAZER,8500001128,232418,,1.5L,,,,6.41,12.19,,,,,,,,,,,,,,,,,,,,,G02778,5,,,,
LIBERTY CREEK MOSCATO,WINE,GLAZER,8500001803,293017,,1.5L,,,,6.41,12.19,,,,,,,,,,,,,,,,,,,,,G02780,0,,,,
LIBERTY CREEK SWEET RED,WINE,GLAZER,8500001802,293020,,1.5L,,,,6.41,12.19,,,,,,,,,,,,,,,,,,,,,G02779,4,,,,
LICOR 43,SPIRITS,STANDARD,8366485354,1233009,,750M,,,,19.45,27.29,,,,,,,,,,,,,,,,,,,,,F02441,2,,,,
LIME A RITA 12 PACK CANS,BEER,CITYBEV,1820019987,9108,,8 OZ,,,,9.6,12.04,,,,,,,,,,,,,,,,,,,,,D02445,2,,,,
LIME A RITA 4 PACK CANS,BEER,CITYBEV,181742,9164,,16 OZ,,,,4.69,6.11,,,,,,,,,,,,,,,,,,,,,D02442,0,,,,
LIME A RITA CAN,BEER,CITYBEV,1820025014,9151,,25 OZ,,,,1.9,3.06,,,,,,,,,,,,,,,,,,,,,G01078,11,,,,
LIME A RITA COCONUT CAN,BEER,CITYBEV,1820025914,9605,,25 OZ,,,,1.9,3.06,,,,,,,,,,,,,,,,,,,,,G01072,5,,,,
LIME A RITA GRAPE 12 PACK CANS,BEER,CITYBEV,1820020022,9908,,8 OZ,,,,9.6,12.04,,,,,,,,,,,,,,,,,,,,,D02453,0,,,,
LIME A RITA GRAPE CAN,BEER,CITYBEV,1820025833,9951,,25 OZ,,,,2.37,3.06,,,,,,,,,,,,,,,,,,,,,G01068,0,,,,
LIME A RITA GRAPEFRUIT CAN,BEER,CITYBEV,1820025915,9603,,25 OZ,,,,2.37,3.06,,,,,,,,,,,,,,,,,,,,,G01075,0,,,,
LIME A RITA LEMONADE 12 PACK CANS,BEER,CITYBEV,1820097007,9609,,8 OZ,,,,9.6,12.04,,,,,,,,,,,,,,,,,,,,,D02436,0,,,,
LIME A RITA MANG O RITA 12 PACK CANS,BEER,CITYBEV,1820022989,9608,,8 OZ,,,,9.6,12.04,,,,,,,,,,,,,,,,,,,,,D02450,0,,,,
LIME A RITA MANGO CAN,BEER,CITYBEV,1820025533,9651,,25 OZ,,,,2.37,3.06,,,,,,,,,,,,,,,,,,,,,G01058,0,,,,
LIME A RITA MIX 18 PACK CANS,BEER,CITYBEV,1820095814,9118,,8 OZ,,,,16.85,20.74,,,,,,,,,,,,,,,,,,,,,D02451,0,,,,
LIME A RITA ORANGE CAN,BEER,CITYBEV,1820025868,9604,,25 OZ,,,,2.37,3.06,,,,,,,,,,,,,,,,,,,,,G01073,0,,,,
LIME A RITA PARTY 12 PACK BTL,BEER,CITYBEV,1820020081,9122,,12 OZ,,,,13.1,16.99,,,,,,,,,,,,,,,,,,,,,D02440,0,,,,
LIME A RITA PINEAPPLE SPLASH 6 PACK BTL,BEER,CITYBEV,1820020014,918,,12 OZ,,,,1.33,6.9,,,,,,,,,,,,,,,,,,,,,D02437,0,,,,
LIME A RITA RAZ BER RITA 12 PACK CANS,BEER,CITYBEV,1820022988,9508,,8 OZ,,,,9.6,12.04,,,,,,,,,,,,,,,,,,,,,D02449,0,,,,
LIME A RITA RAZ CAN,BEER,CITYBEV,1820025531,9551,,25 OZ,,,,2.37,3.06,,,,,,,,,,,,,,,,,,,,,G01059,0,,,,
LIME A RITA SEASONAL 12 PACK CANS,BEER,CITYBEV,1820022992,9309,,8 OZ,,,,9.6,12.04,,,,,,,,,,,,,,,,,,,,,D02444,0,,,,
LIME A RITA SEASONAL CAN,BEER,CITYBEV,1820025538,9153,,25 OZ,,,,2.37,3.06,,,,,,,,,,,,,,,,,,,,,G01060,0,,,,
LIME A RITA STRAW SPLASH 6 PACK BTL,BEER,CITYBEV,1820020015,928,,12 OZ,,,,5.33,6.9,,,,,,,,,,,,,,,,,,,,,D02439,0,,,,
LIME A RITA STRAWBERRY 12 PACK CANS,BEER,CITYBEV,1820020993,9208,,8 OZ,,,,9.6,12.04,,,,,,,,,,,,,,,,,,,,,D02446,2,,,,
LIME A RITA STRAWBERRY 4 PACK CANS,BEER,CITYBEV,188552,9243,,16 OZ,,,,4.69,6.11,,,,,,,,,,,,,,,,,,,,,D02448,0,,,,
LIME A RITA STRAWBERRY CAN,BEER,CITYBEV,1820025505,9251,,25 OZ,,,,1.9,3.06,,,,,,,,,,,,,,,,,,,,,G01055,6,,,,
LIME A RITA WATERMELON 12 PACK CANS,BEER,CITYBEV,1820028427,9209,,8 OZ,,,,9.6,12.04,,,,,,,,,,,,,,,,,,,,,D02459,1,,,,
LINDEMANS PECHE LAMBIC BTL,BEER,STANDARD,8572510805,16163062,,12 OZ,,,,4.67,6.02,,,,,,,,,,,,,,,,,,,,,C03400,0,,,,
LITTLE BLACK DRESS PINOT GRIGIO,WINE,GLAZER,8289604178,194085,,750M,,,,7.83,10.99,,,,,,,,,,,,,,,,,,,,,B03127,0,,,,
LITTLE KINGS 6 PACK BTL,BEER,STANDARD,8813040389,200076,,7 OZ,,,,6.8,8.8,,,,,,,,,,,,,,,,,,,,,C03087,0,,,,
LORD CALVERT,SPIRITS,GLAZER,8068617070,367341,,200M,,,,2.76,4.39,,,,,,,,,,,,,,,,,,,,,A02111,0,,,,
LORD CALVERT,SPIRITS,GLAZER,8068617012,361677,,1.75L,,,,16.33,19.99,,,,,,,,,,,,,,,,,,,,,F03336,4,,,,
LORD CALVERT,SPIRITS,GLAZER,8835212930,222631,,375M,,,,5.13,7.89,,,,,,,,,,,,,,,,,,,,,A02117,1,,,,
LORD CALVERT CANADIAN WHISKY,SPIRITS,GLAZER,8068617040,15532,,750M,,,,8.56,10.99,,,,,,,,,,,,,,,,,,,,,F03322,0,,,,
LORD CALVERT TRVLR,SPIRITS,GLAZER,8068617043,1952,,750M,,,,8.56,10.99,,,,,,,,,,,,,,,,,,,,,F03321,0,,,,
LORIELLA PINOT GRIGIO,WINE,JAYHAWK,9674910050,1008,,750M,,,,8.34,11.79,,,,,,,,,,,,,,,,,,,,,B05053,0,,,,
LOSCANO GRAND RESERVE MALBEC,WINE,JAYHAWK,7575200001,5356,,750M,,,,10.75,14.99,,,,,,,,,,,,,,,,,,,,,B06246,0,,,,
LOSCANO RESERVE MALBEC,WINE,SPEAKEZ,7575200054,300202,,750M,,,,9.64,13.59,,,,,,,,,,,,,,,,,,,,,B06290,0,,,,
LOST COAST GREAT WHITE 6 PACK BTL,BEER,STANDARD,5124912706,267062,,12 OZ,,,,6.8,8.8,,,,,,,,,,,,,,,,,,,,,C03247,0,,,,
LOT 205 CAB SAUV,WINE,WORLDWID,1144331106,11740132,,750M,,,,6.4,8.99,,,,,,,,,,,,,,,,,,,,,B03156,0,,,,
LUCKY BUCKET STRAW BLOND 6 PACK BTL,BEER,WORLDWID,9697400219,40300452,,12 OZ,,,,7.2,9.31,,,,,,,,,,,,,,,,,,,,,B03147,0,,,,
LUCKY STAR PINOT NOIR,WINE,WORLDWID,5171899094,18002732,,750M,,,,9.24,12.99,,,,,,,,,,,,,,,,,,,,,B03158,0,,,,
LUNES MANGO MOSCATO,WINE,WORLDWID,9377800161,15640132,,750M,,,,8.53,11.99,,,,,,,,,,,,,,,,,,,,,A01242,0,,,,
LUNES PEACH,WINE,WORLDWID,9377800171,15640032,,750M,,,,8.53,11.99,,,,,,,,,,,,,,,,,,,,,A01244,0,,,,
LUNES STRAWBERRY MOSCATO,WINE,WORLDWID,9377800181,15640232,,750M,,,,8.53,11.99,,,,,,,,,,,,,,,,,,,,,A01243,0,,,,
M&R ASTI SPUMANTE,WINE,STANDARD,1103450005,9707009,,750M,,,,11.39,15.99,,,,,,,,,,,,,,,,,,,,,B03190,0,,,,
M&R ASTI SPUMANTE,WINE,STANDARD,1103450003,9707005,,1.5L,,,,17.79,24.99,,,,,,,,,,,,,,,,,,,,,B03198,0,,,,
M&R ASTI SPUMANTE SPARKLING WINE,WINE,STANDARD,1103450028,9707019,,187M,,,,3.03,4.29,,,,,,,,,,,,,,,,,,,,,B03199,0,,,,
M&R MOSCATO D'ASTI,WINE,STANDARD,1103450000,12981009,,750M,,,,11.39,15.99,,,,,,,,,,,,,,,,,,,,,B03191,0,,,,
M&R ROSE SPARKLING,WINE,STANDARD,1103450382,11432009,,750M,,,,11.39,15.99,,,,,,,,,,,,,,,,,,,,,B03193,0,,,,
MACALLAN SCOTCH 12YR,SPIRITS,STANDARD,8723610000,1390009,,750M,,,,56.8,75.29,,,,,,,,,,,,,,,,,,,,,F03289,0,,,,
MAD DRAGON KIWI STRAWBERRY,CORDIALS,LDSFD,8901601279,500408,,187M,,,,1.17,1.89,,,,,,,,,,,,,,,,,,,,,F02447,0,,,,
MAD DRAGON PASSION CRANBERRY,CORDIALS,LDSFD,8901601275,500418,,187M,,,,1.17,1.89,,,,,,,,,,,,,,,,,,,,,F02243,0,,,,
MAD/DOG BANANA RED,WINE,GLAZER,8590451440,423277,,750M,,,,3.05,6.79,,,,,,,,,,,,,,,,,,,,,G01009,0,,,,
MAD/DOG ORANGE JUBILEE,WINE,GLAZER,8590445440,61537,,750M,,,,3.05,6.79,,,,,,,,,,,,,,,,,,,,,H01010,0,,,,
MAD/DOG PEACHES CREAM,WINE,GLAZER,8590412440,56268,,750M,,,,3.05,6.79,,,,,,,,,,,,,,,,,,,,,A 1009,0,,,,
MAD/DOG RED GRAPE WINE,WINE,GLAZER,8590481440,78645,,750M,,,,3.05,6.79,,,,,,,,,,,,,,,,,,,,,A 1008,0,,,,
MAD/DOG STRAWBERRY KIWI,WINE,GLAZER,8590495440,423401,,750M,,,,3.05,6.79,,,,,,,,,,,,,,,,,,,,,A 1005,0,,,,
MAELOC STRAW CIDER 4 PACK BTL,BEER,SPEAKEZ,3655282004,300705,,11.2 OZ,,,,5.59,7.49,,,,,,,,,,,,,,,,,,,,,C01677,1,,,,
MAGIC HAT NOT QUITE PALE ALE 12 PACK BTL,BEER,STANDARD,9837312123,13177062,,12 OZ,,,,12,15,,,,,,,,,,,,,,,,,,,,,G05019,0,,,,
MAGIC MOMENTS GREEN APPLE VODKA,SPIRITS,SPEAKEZ,500029,200615,,50M,,,,0.69,0.99,,,,,,,,,,,,,,,,,,,,,A02077,0,,,,
MAGIC MOMENTS PEACH VODKA,SPIRITS,SPEAKEZ,1127202063,200614,,$50M,,,,0.69,0.99,,,,,,,,,,,,,,,,,,,,,A01010,0,,,,
MAGIC MOMENTS VODKA,SPIRITS,SPEAKEZ,1127202002,200613,,50M,,,,0.69,0.99,,,,,,,,,,,,,,,,,,,,,D02578,0,,,,
MAGNUM 40 BTL,BEER,LDSFD,340911,10301,,40 OZ,,,,1.8,2.27,,,,,,,,,,,,,,,,,,,,,G03057,0,,,,
