Item Name,Category,Distributor,Item Number,Product SKU,Description,Size,Proof %,Last Purchase Cost,Price Includes Tax,Cost Price,Retail Price,Promo Price,Reorder Level,Reorder Amount,Allow Alternate Description,Item has Serial Number,Image Id,Override Default Tax,Is Service,Commission Percent,Commission Fixed,Is Scalable,Weight,Price Per Pound,Deleted,Retail Markup,Quickbooks Id,Permanent Delete,Single Bottle Cost,Case Cost,Remove Discount,By Location,Quantity on Hand,Quantity Case,Price A,Price B,Price C
CAPTAIN MORGAN SILVER SPICED,SPIRITS,STANDARD,873320,1641009,,750M,,,,14.79,21.29,,,,,,,,,,,,,,,,,,,,,F02233,0,,,,
CAPTAIN MORGAN SPICED RUM,SPIRITS,STANDARD,873140,1638021,,50M,,,,0.98,1.29,,,,,,,,,,,,,,,,,,,,,A02579,0,,,,
CARLO ROSSI BURGUNDY,WINE,GLAZER,856980,106673,,1.5L,,,,5.69,7.99,,,,,,,,,,,,,,,,,,,,,B03097,0,,,,
CARLO ROSSI BURGUNDY,WINE,GLAZER,856990,106674,,3.0L,,,,8.54,11.99,,,,,,,,,,,,,,,,,,,,,A05059,0,,,,
CARLO ROSSI PAISANO,WINE,GLAZER,857220,106682,,1.5L,,,,5.69,7.99,,,,,,,,,,,,,,,,,,,,,B03094,0,,,,
CARLO ROSSI PAISANO,WINE,GLAZER,857290,106684,,4.0L,,,,9.96,14.49,,,,,,,,,,,,,,,,,,,,,A05058,0,,,,
CARLO ROSSI SANGRIA,WINE,GLAZER,857130,106695,,1.5L,,,,5.69,7.99,,,,,,,,,,,,,,,,,,,,,B03098,0,,,,
CARLO ROSSI SANGRIA,WINE,GLAZER,857140,426118,,3.0L,,,,8.54,11.99,,,,,,,,,,,,,,,,,,,,,A05057,0,,,,
CARNIVOR CAB SAUV,WINE,GLAZER,8500002042,380413,,750M,,,,7.83,10.99,,,,,,,,,,,,,,,,,,,,,B05018,0,,,,
CAROLANS GIFT PACK,CORDIALS,GLAZER,2105951751,910431,,750M,,,,9.88,14.99,,,,,,,,,,,,,,,,,,,,,H01078,0,,,,
CAROLANS IRISH CREAM,CORDIALS,GLAZER,8954043310,6637,,750M,,,,12.16,15.99,,,,,,,,,,,,,,,,,,,,,H01013,0,,,,
CAROLANS IRISH CREAM,CORDIALS,GLAZER,2105951175,6636,,1.75L,,,,24.33,28.99,,,,,,,,,,,,,,,,,,,,,H01035,4,,,,
CARTA BLANCA 6 PACK BTL,BEER,STANDARD,8982660001,634062,,12 OZ,,,,6.08,7.64,,,,,,,,,,,,,,,,,,,,,C05011,0,,,,
CARTE BLANCA BTL,BEER,STANDARD,8982600004,635046,,32 OZ,,,,2.23,2.92,,,,,,,,,,,,,,,,,,,,,C02054,0,,,,
CAST DEL POGGIO MOSCATO,WINE,STANDARD,7615300226,12151009,,750M,,,,7.33,10.99,,,,,,,,,,,,,,,,,,,,,H01447,11,,,,
CASTLE ROCK CHARDONNAY,WINE,WORLDWID,8383700576,11804132,,750M,,,,6.4,8.99,,,,,,,,,,,,,,,,,,,,,B06263,0,,,,
CASTLE ROCK CUVEE PINOT NOIR,WINE,WORLDWID,8383700626,11814132,,750M,,,,7.13,8.99,,,,,,,,,,,,,,,,,,,,,B06256,0,,,,
CASTLE ROCK PINOT NOI MENDOCINO,WINE,WORLDWID,8383700610,11810132,,750M,,,,8.53,9.79,,,,,,,,,,,,,,,,,,,,,B06257,0,,,,
CAVIT PINOT GRIGIO,WINE,STANDARD,8678500008,9825009,,750M,,,,8.54,14.49,,,,,,,,,,,,,,,,,,,,,C02442,1,,,,
CAVIT PROSECCO LUNETTA,WINE,STANDARD,8678521211,9817009,,750M,,,,10.68,17.49,,,,,,,,,,,,,,,,,,,,,B03110,0,,,,
CAYMAN JACK 12 PACK CANS,BEER,LDSFD,1582901111,1978,,12 OZ,,,,13.6,16.99,,,,,,,,,,,,,,,,,,,,,C02995,1,,,,
CAYMAN JACK 6 PACK BTL,BEER,LDSFD,1582901006,1973,,11.2,,,,1.79,9.21,,,,,,,,,,,,,,,,,,,,,C02999,1,,,,
CAYMAN JACK MARGARITA 12 PACK CANS,BEER,LDSFD,1582901061,1975,,12 OZ,,,,11.6,14.54,,,,,,,,,,,,,,,,,,,,,C02997,0,,,,
CAYMAN JACK MOJITO 6 PACK BTL,BEER,LDSFD,1582901158,1977,,11.2 OZ,,,,7.13,9.21,,,,,,,,,,,,,,,,,,,,,C02996,0,,,,
CAZADORES REPOSADO TEQ,SPIRITS,STANDARD,8048017002,835009,,750M,,,,24.12,33.29,,,,,,,,,,,,,,,,,,,,,F02198,1,,,,
CAZADORES REPOSADO TEQUILA,SPIRITS,STANDARD,8048017003,835013,,375M,,,,14,18.19,,,,,,,,,,,,,,,,,,,,,A02179,0,,,,
CELTIC HONEY IRISH LIQUEUR,SPIRITS,GLAZER,3604000040,404246,,750M,,,,14.78,21.29,,,,,,,,,,,,,,,,,,,,,B01509,0,,,,
CHAMBORD,CORDIALS,GLAZER,8438042058,422187,,375M,,,,14.5,20.39,,,,,,,,,,,,,,,,,,,,,A02049,1,,,,
CHAMBORD,CORDIALS,GLAZER,8330003473,422189,,50M,,,,2.31,2.89,,,,,,,,,,,,,,,,,,,,,A02093,10,,,,
CHAMBORD,CORDIALS,GLAZER,8330003453,31542,,750M,,,,26.17,36.79,,,,,,,,,,,,,,,,,,,,,H01102,1,,,,
CHATEAU ST MICHELLE PINOT GRIS,WINE,GLAZER,8858600076,90050,,750M,,,,8.54,14.49,,,,,,,,,,,,,,,,,,,,,B02150,0,,,,
CHATEAU STE MICHELLE GEWURZ,WINE,GLAZER,8858662584,73742,,750M,,,,7.12,9.99,,,,,,,,,,,,,,,,,,,,,B03125,0,,,,
CHATEAU STE MICHELLE RIESLING,WINE,GLAZER,8858662184,55929,,750M,,,,7.12,12.49,,,,,,,,,,,,,,,,,,,,,B03150,6,,,,
CHAUCERS MEAD,WINE,GLAZER,8060040002,9122,,750M,,,,9.96,15.69,,,,,,,,,,,,,,,,,,,,,F02114,0,,,,
CHELADA BUD 4 PACK CANS,BEER,CITYBEV,188632,1153,,16 OZ,,,,4.14,8.01,,,,,,,,,,,,,,,,,,,,,G01089,0,,,,
CHELADA BUD LIGHT 4 PACK CANS,BEER,CITYBEV,188662,5353,,16 OZ,,,,6.21,8.01,,,,,,,,,,,,,,,,,,,,,G01087,11,,,,
CHELADA BUD LIGHT 6 PACK CANS,BEER,CITYBEV,182302,5304,,12 OZ,,,,7.56,9.86,,,,,,,,,,,,,,,,,,,,,G01085,7,,,,
CHELADA PICANTE CAN,BEER,CITYBEV,1820025510,1145,,25 OZ,,,,2.57,3.33,,,,,,,,,,,,,,,,,,,,,D02556,2,,,,
CHI CHIS APPLETINI,CORDIALS,GLAZER,8900050081,121203,,1.75L,,,,9.33,12.29,,,,,,,,,,,,,,,,,,,,,H02030,0,,,,
CHI CHIS LONG ISLAND TEA,CORDIALS,GLAZER,8066001883,335670,,750M,,,,3.89,7.49,,,,,,,,,,,,,,,,,,,,,H02032,0,,,,
CHI CHIS MANGO MARGARITA,CORDIALS,GLAZER,8900054621,133704,,1.75L,,,,9.33,12.29,,,,,,,,,,,,,,,,,,,,,H02039,0,,,,
CHI CHIS MEX MUDSLIDE,CORDIALS,GLAZER,500900,4572,,1.75L,,,,9.33,12.29,,,,,,,,,,,,,,,,,,,,,H03011,5,,,,
CHI CHIS MUDSLIDE,CORDIALS,GLAZER,8066001884,335662,,750M,,,,3.89,7.49,,,,,,,,,,,,,,,,,,,,,H02037,0,,,,
CHI CHIS PINA COLADA,CORDIALS,GLAZER,8900050030,11117,,1.75M,,,,9.33,12.29,,,,,,,,,,,,,,,,,,,,,B01000,4,,,,
CHI CHIS PINEAPPLE MARGARITA,CORDIALS,GLAZER,8066001073,430823,,1.75L,,,,9.33,12.29,,,,,,,,,,,,,,,,,,,,,H02036,0,,,,
CHI CHIS RASPBERRY LONG ISLAND TEA,CORDIALS,GLAZER,8900054722,192606,,1.75L,,,,9.33,15.29,,,,,,,,,,,,,,,,,,,,,H02038,0,,,,
CHI CHIS RUBY RED MARGARITA,CORDIALS,GLAZER,8066001022,381786,,1.75L,,,,9.33,12.29,,,,,,,,,,,,,,,,,,,,,H02034,0,,,,
CHI CHIS WHITE RUSSIAN,CORDIALS,GLAZER,500800,41162,,1.75L,,,,9.33,12.29,,,,,,,,,,,,,,,,,,,,,H02035,0,,,,
CHILA ORCHATA,CORDIALS,STANDARD,8800401639,14291009,,750M,,,,14,20.79,,,,,,,,,,,,,,,,,,,,,C01247,0,,,,
CHILA ORCHATA CINNAMON CREAM RUM,CORDIALS,STANDARD,8800401817,14291021,,50M,,,,1.16,1.59,,,,,,,,,,,,,,,,,,,,,A 2150,0,,,,
CHINOOK VODKA,SPIRITS,SPEAKEZ,8525460084,36149,,1.75L,,,,8.67,11.99,,,,,,,,,,,,,,,,,,,,,F02063,4,,,,
CHIVAS REGAL 12,SPIRITS,GLAZER,8043240039,13871,,750M,,,,28.79,39.29,,,,,,,,,,,,,,,,,,,,,F02226,1,,,,
CHIVAS SCOTCH,SPIRITS,GLAZER,8043240037,42751,,375M,,,,14.96,20.59,,,,,,,,,,,,,,,,,,,,,A01053,0,,,,
CHOCOLATE SHOP RED,WINE,WORLDWID,5784610292,14102432,,750M,,,,7.13,9.99,,,,,,,,,,,,,,,,,,,,,B02126,0,,,,
CHOPIN VODKA,SPIRITS,STANDARD,8711601239,3375009,,750M,,,,23.35,32.29,,,,,,,,,,,,,,,,,,,,,F01049,0,,,,
CHRISTIAN BROS BRANDY,SPIRITS,GLAZER,8603681559,48265,,750M,,,,8.94,13.79,,,,,,,,,,,,,,,,,,,,,H02011,0,,,,
CHRISTIAN BROTHERS BRANDY,CORDIALS,GLAZER,8603681567,48266,,375M,,,,3.88,7.09,,,,,,,,,,,,,,,,,,,,,A11022,0,,,,
CHRISTIAN BROTHERS BRANDY 80,SPIRITS,GLAZER,8603681570,61580,,200M,,,,2.48,3.99,,,,,,,,,,,,,,,,,,,,,A11021,0,,,,
CHRISTIAN BROTHERS EGG NOG,CORDIALS,GLAZER,8603620560,56276,,750M,,,,6.22,8.19,,,,,,,,,,,,,,,,,,,,,H01033,0,,,,
CINERATOR,SPIRITS,GLAZER,9674900022,349640,,50M,,,,0.97,1.29,,,,,,,,,,,,,,,,,,,,,A02198,0,,,,
CINERATOR CINNAMON WHISKEY,SPIRITS,GLAZER,9674900021,335065,,750M,,,,10.89,16.29,,,,,,,,,,,,,,,,,,,,,A03486,0,,,,
CIROC PEACH VODKA,SPIRITS,STANDARD,8807617840,758015,,200M,,,,7.78,10.79,,,,,,,,,,,,,,,,,,,,,A01093,0,,,,
CIROC RED BERRY VODKA,SPIRITS,STANDARD,8807617504,12089013,,375M,,,,7.38,20.29,,,,,,,,,,,,,,,,,,,,,A01092,0,,,,
CIROC RED BERRY VODKA,SPIRITS,STANDARD,8807617505,14340009,,750M,,,,31.18,42.39,,,,,,,,,,,,,,,,,,,,,F02445,0,,,,
CIROC VODKA,SPIRITS,STANDARD,8807616186,1159009,,750M,,,,29.15,34.59,,,,,,,,,,,,,,,,,,,,,F02046,0,,,,
CLAFFEYS CHERRY FROZEN,SPIRITS,SPEAKEZ,6025700203,200404,,100M,,,,13.84,18.99,,,,,,,,,,,,,,,,,,,,,G05063,3,,,,
CLAFFEYS FROZ ASSORT POPSICLES,SPIRITS,SPEAKEZ,6850800026,200400,,100M,,,,13.84,18.99,,,,,,,,,,,,,,,,,,,,,G05062,0,,,,
CLAYMORE SCOTCH ALE 6 PACK BTL,BEER,WORLDWID,9058600624,43711392,,12 OZ,,,,8,10.32,,,,,,,,,,,,,,,,,,,,,G02453,0,,,,
CLINE RED TRUCK,WINE,GLAZER,9865290000,66260,,750M,,,,7.82,13.49,,,,,,,,,,,,,,,,,,,,,A03256,0,,,,
CLOS DU BOIS CHARD,WINE,GLAZER,8735651012,70261,,750M,,,,9.25,12.99,,,,,,,,,,,,,,,,,,,,,F02590,0,,,,
CLOS DU BOIS PINOT NOIR,WINE,GLAZER,8735644212,76613,,750M,,,,9.25,12.99,,,,,,,,,,,,,,,,,,,,,F02592,0,,,,
COCOA DI VINE CHOCOLATE WINE,WINE,WORLDWID,8017522796,11550032,,750M,,,,8.81,12.39,,,,,,,,,,,,,,,,,,,,,B02125,0,,,,
COCONUT JACK RUM,SPIRITS,STANDARD,8284400042,3006009,,750M,,,,7.78,9.99,,,,,,,,,,,,,,,,,,,,,F03264,0,,,,
COINTREAU ORANGE,SPIRITS,STANDARD,8723656520,3838013,,375M,,,,17.89,24.29,,,,,,,,,,,,,,,,,,,,,A01089,1,,,,
COLT 45 BTL,BEER,LDSFD,7125000019,511,,40 OZ,,,,2.23,2.92,,,,,,,,,,,,,,,,,,,,,G03058,0,,,,
COLT 45 MALT 6 PACK CAN,BEER,LDSFD,7125000010,512,,12 OZ,,,,4.2,5.46,,,,,,,,,,,,,,,,,,,,,G04142,0,,,,
COLT MALT LIQUOR CAN,BEER,LDSFD,7125040205,516,,24 OZ,,,,1.67,2.18,,,,,,,,,,,,,,,,,,,,,G03067,0,,,,
CONFECTIONERS ANGEL CAKE,WINE,WORLDWID,5784610306,14102542,,750M,,,,7.12,9.99,,,,,,,,,,,,,,,,,,,,,B02127,0,,,,
COOKS GRANDE SPUMANTE,WINE,STANDARD,8380407472,7196019,,187M,,,,7.08,53.29,,,,,,,,,,,,,,,,,,,,,C01088,0,,,,
COOPERSTOWN DBLDAY BOURBON,SPIRITS,WORLDWID,8467295179,30321039,,750M,,,,28.67,37.89,,,,,,,,,,,,,,,,,,,,,F03082,0,,,,
COOPERSTOWN DBLDAY WHISKEY,SPIRITS,WORLDWID,2010326237,30321038,,750M,,,,24.79,32.89,,,,,,,,,,,,,,,,,,,,,F03084,0,,,,
COOPERSTOWN TRIPLE PLAY,SPIRITS,WORLDWID,8467295173,30321041,,150M,,,,15.5,20.99,,,,,,,,,,,,,,,,,,,,,F02130,0,,,,
COORS BANQUET 6 PACK BTL,BEER,LDSFD,7199017028,2528,,12 OZ,,,,6.06,7.82,,,,,,,,,,,,,,,,,,,,,G02024,0,,,,
COORS EXTRA GOLD 30 PACK CANS,BEER,LDSFD,7199090029,2841,,12 OZ,,,,16.8,20.09,,,,,,,,,,,,,,,,,,,,,G05061,2,,,,
COORS LIGHT 12 PACK BTL,BEER,LDSFD,7199030069,2720,,12 OZ,,,,2.4,12.04,,,,,,,,,,,,,,,,,,,,,G02106,9,,,,
COORS LIGHT 12 PACK CANS,BEER,LDSFD,7199000048,241,,12 OZ,,,,9.6,12.04,,,,,,,,,,,,,,,,,,,,,G02076,-1,,,,
COORS LIGHT 12 PACK CANS,BEER,LDSFD,7199009528,10328,,16 OZ,,,,11.2,14.03,,,,,,,,,,,,,,,,,,,,,G02075,0,,,,
COORS LIGHT 15 PACK BTL ALUM,BEER,LDSFD,7199009527,2445,,16 OZ,,,,16,19.86,,,,,,,,,,,,,,,,,,,,,G02153,0,,,,
COORS LIGHT 18 PACK BTL,BEER,LDSFD,7199030087,2847,,12 OZ,,,,14.4,17.73,,,,,,,,,,,,,,,,,,,,,G02150,0,,,,
COORS LIGHT 18 PACK BTL,BEER,LDSFD,7199030078,2848,,12 OZ,,,,14.4,17.73,,,,,,,,,,,,,,,,,,,,,G02151,1,,,,
COORS LIGHT 18 PACK CANS,BEER,LDSFD,7199030073,2846,,16 OZ,,,,17.6,21.67,,,,,,,,,,,,,,,,,,,,,D02300,0,,,,
COORS LIGHT 18 PACK CANS,BEER,LDSFD,7199030017,2417,,12 OZ,,,,14.4,17.73,,,,,,,,,,,,,,,,,,,,,G03117,0,,,,
COORS LIGHT 24 PACK BTL,BEER,LDSFD,7199030079,2440,,12 OZ,,,,18.8,23.33,,,,,,,,,,,,,,,,,,,,,G02152,0,,,,
COORS LIGHT 30 PACK CANS,BEER,LDSFD,7199030030,2403,,12 OZ,,,,21.95,25.97,,,,,,,,,,,,,,,,,,,,,G02030,26,,,,
COORS LIGHT 6 PACK BTL,BEER,LDSFD,7199030005,2427,,12 OZ,,,,6.4,8.29,,,,,,,,,,,,,,,,,,,,,D02500,2,,,,
COORS LIGHT 6 PACK CANS,BEER,LDSFD,719984,90000010,,12 OZ,,,,8.75,11.3,,,,,,,,,,,,,,,,,,,,,G02071,0,,,,
COORS LIGHT 6 PACK CANS,BEER,LDSFD,7199032000,243,,16 OZ,,,,5.35,6.9,,,,,,,,,,,,,,,,,,,,,G02044,3,,,,
COORS LIGHT 6 PACK CANS,BEER,LDSFD,878403,2229,,8 OZ,,,,4,5.23,,,,,,,,,,,,,,,,,,,,,G02073,0,,,,
COORS LIGHT ALUM BTL 9 PACK BTL,BEER,LDSFD,7199030104,2550,,16 OZ,,,,10.4,13.01,,,,,,,,,,,,,,,,,,,,,C02658,0,,,,
COORS LIGHT CAN,BEER,LDSFD,7199030065,2499,,24 OZ,,,,2.07,2.73,,,,,,,,,,,,,,,,,,,,,G03052,1,,,,
COORS LIGHT CITRUS RADLER 12 PACK CANS,BEER,LDSFD,7199001136,272,,12 OZ,,,,10,12.5,,,,,,,,,,,,,,,,,,,,,G02078,0,,,,
COORS LIGHT SUITCASE,BEER,LDSFD,7199030128,2922,,16 OZ,,,,18.4,21.99,,,,,,,,,,,,,,,,,,,,,D02303,21,,,,
COORS LIGHT SUITCASE,BEER,LDSFD,7199031600,2405,,12 OZ,,,,16.5,19.86,,,,,,,,,,,,,,,,,,,,,D02304,0,,,,
COORS NA 6 PACK BTL,BEER,LDSFD,7199077005,118,,12 OZ,,,,1.19,5.97,,,,,,,,,,,,,,,,,,,,,D02501,0,,,,
COORS ORIGINAL 12 PACK BTL,BEER,LDSFD,7199010074,2920,,12 OZ,,,,10.4,12.04,,,,,,,,,,,,,,,,,,,,,D02400,0,,,,
COORS ORIGINAL 12 PACK CANS,BEER,LDSFD,7199000047,221,,12 OZ,,,,9.6,12.04,,,,,,,,,,,,,,,,,,,,,G02107,2,,,,
COORS ORIGINAL 18 PACK BTL,BEER,LDSFD,7199010078,2858,,12 OZ,,,,14.4,17.73,,,,,,,,,,,,,,,,,,,,,G02113,0,,,,
COORS ORIGINAL 30 PACK CANS,BEER,LDSFD,7199010033,2537,,12 OZ,,,,21.95,25.97,,,,,,,,,,,,,,,,,,,,,G05060,13,,,,
COORS ORIGINAL 6 PACK BTL,BEER,LDSFD,7199010006,2527,,12 OZ,,,,6.4,8.29,,,,,,,,,,,,,,,,,,,,,G02019,0,,,,
COORS ORIGINAL 6 PACK CANS,BEER,LDSFD,719974,6565,,12 OZ,,,,6.4,8.29,,,,,,,,,,,,,,,,,,,,,G02048,0,,,,
COORS ORIGINAL 6 PACK CANS,BEER,LDSFD,7199010002,203,,16 OZ,,,,6.05,7.59,,,,,,,,,,,,,,,,,,,,,G02022,0,,,,
COORS ORIGINAL STUBBY 12 PACK BTL,BEER,LDSFD,7199017037,2923,,12 OZ,,,,9.6,13.01,,,,,,,,,,,,,,,,,,,,,D02402,3,,,,
COORS ORIGINAL STUBBY 18 PACK BTL,BEER,LDSFD,7199017038,2859,,12 OZ,,,,14.4,17.73,,,,,,,,,,,,,,,,,,,,,G02115,0,,,,
COORS ORIGINAL SUITCASE,BEER,LDSFD,7199011600,2505,,12 OZ,,,,16.5,19.86,,,,,,,,,,,,,,,,,,,,,G05059,1,,,,
COPPER CAN MOSCOW MULE 4 PACK CANS,BEER,SPEAKEZ,4867694627,200310,,12 OZ,,,,9.99,12.92,,,,,,,,,,,,,,,,,,,,,G02244,6,,,,
CORONA 12 PACK BTL,BEER,STANDARD,8066095615,23062,,12 OZ,,,,14,17.5,,,,,,,,,,,,,,,,,,,,,C03056,2,,,,
CORONA 18 PACK BTL,BEER,STANDARD,8066095680,11700062,,12 OZ,,,,17.6,21.99,,,,,,,,,,,,,,,,,,,,,G02178,3,,,,
CORONA 24 PACK BTL,BEER,STANDARD,8066095608,169062,,12 OZ,,,,27.2,32.41,,,,,,,,,,,,,,,,,,,,,C03028,0,,,,
CORONA 6 PACK BTL,BEER,STANDARD,8066095605,22062,,12 OZ,,,,6.8,8.98,,,,,,,,,,,,,,,,,,,,,C03065,4,,,,
CORONA 6 PACK CANS,BEER,STANDARD,8066095685,658062,,12 OZ,,,,6.9,8.98,,,,,,,,,,,,,,,,,,,,,C03057,0,,,,
CORONA CAN,BEER,STANDARD,8066095643,12288050,,24 OZ,,,,1.94,2.5,,,,,,,,,,,,,,,,,,,,,C02051,0,,,,
CORONA EXTRA BTL,BEER,STANDARD,8066095641,21050,,24 OZ,,,,1.94,2.5,,,,,,,,,,,,,,,,,,,,,C02049,4,,,,
CORONA FAMILIAR 6 PACK BTL,BEER,STANDARD,3354495051,22526062,,12 OZ,,,,6.9,8.98,,,,,,,,,,,,,,,,,,,,,F02588,4,,,,
CORONA FAMILIAR BTL,BEER,STANDARD,8066095683,9078032,,32 OZ,,,,2.79,3.61,,,,,,,,,,,,,,,,,,,,,C02053,0,,,,
CORONA LIGHT 12 PACK BTL,BEER,STANDARD,8066095675,49062,,12 OZ,,,,14,17.5,,,,,,,,,,,,,,,,,,,,,C03061,3,,,,
CORONA LIGHT 6 PACK BTL,BEER,STANDARD,8066095625,30062,,12 OZ,,,,6.9,8.98,,,,,,,,,,,,,,,,,,,,,C03063,3,,,,
CORONA LIGHT SLIM 12 PACK CANS,BEER,STANDARD,8066095621,11464062,,12 OZ,,,,14,17.5,,,,,,,,,,,,,,,,,,,,,C03073,0,,,,
CORONA PREMIER 12 PACK CANS,BEER,STANDARD,3354495044,21719062,,12 OZ,,,,14,17.5,,,,,,,,,,,,,,,,,,,,,C02059,5,,,,
CORONA PREMIER 6 PACK BTL,BEER,STANDARD,3354495041,21717062,,12 OZ,,,,6.9,8.98,,,,,,,,,,,,,,,,,,,,,C02059,0,,,,
CORONA PREMIER CAN,BEER,STANDARD,3354495047,21720050,,24 OZ,,,,1.94,2.5,,,,,,,,,,,,,,,,,,,,,C02055,8,,,,
CORONITA SUITCASE BTL,BEER,STANDARD,8066095408,10039077,,7 OZ,,,,18.4,21.9,,,,,,,,,,,,,,,,,,,,,C02090,1,,,,
COURVOISIER VS 80,SPIRITS,GLAZER,8068696110,407351,,200M,,,,7.82,10.89,,,,,,,,,,,,,,,,,,,,,A01040,0,,,,
COURVOISIER VSOP,SPIRITS,GLAZER,8068696201,9807,,750M,,,,29.57,40.29,,,,,,,,,,,,,,,,,,,,,H02003,0,,,,
CROCTAIL MARGARITA,SPIRITS,SPEAKEZ,5830500300,200500,,12.7 OZ,,,,2.12,2.99,,,,,,,,,,,,,,,,,,,,,G02248,12,,,,
CROCTAIL SWEET TEA,SPIRITS,SPEAKEZ,5830500315,200505,,12.7 OZ,,,,2.12,2.99,,,,,,,,,,,,,,,,,,,,,G02246,15,,,,
CROWN GIFT PACK VANILLA APPLE,SPIRITS,STANDARD,8200078900,22114013,,750M,,,,18.68,24.99,,,,,,,,,,,,,,,,,,,,,F02335,0,,,,
CROWN ROYAL,SPIRITS,STANDARD,877270,16671015,,200M,,,,7,9.49,,,,,,,,,,,,,,,,,,,,,A03101,29,,,,
CROWN ROYAL,SPIRITS,STANDARD,877600,749013,,375M,,,,12.45,17.29,,,,,,,,,,,,,,,,,,,,,A03106,8,,,,
CROWN ROYAL,SPIRITS,STANDARD,877250,749009,,750M,,,,18.68,27.99,,,,,,,,,,,,,,,,,,,,,F02311,18,,,,
CROWN ROYAL,SPIRITS,STANDARD,8700070060,749004,,1.75L,,,,41.25,52.99,,,,,,,,,,,,,,,,,,,,,F02326,10,,,,
CROWN ROYAL,SPIRITS,STANDARD,877240,749007,,1.0L,,,,29.96,38.49,,,,,,,,,,,,,,,,,,,,,F02315,1,,,,
CROWN ROYAL BLACK,SPIRITS,STANDARD,8200075043,12303009,,750M,,,,24.32,34.29,,,,,,,,,,,,,,,,,,,,,F03033,1,,,,
CROWN ROYAL BLACK,SPIRITS,STANDARD,8200075042,12303013,,375M,,,,13.62,18.79,,,,,,,,,,,,,,,,,,,,,A03107,0,,,,
CROWN ROYAL BLACK 90,SPIRITS,STANDARD,822720,12303021,,50M,,,,2.92,3.79,,,,,,,,,,,,,,,,,,,,,A03104,0,,,,
CROWN ROYAL BLENDERS MASH,SPIRITS,STANDARD,8200078269,22005009,,750M,,,,18.68,26.29,,,,,,,,,,,,,,,,,,,,,F03054,1,,,,
CROWN ROYAL BLENDERS MASH,SPIRITS,STANDARD,8200078268,22005013,,375M,,,,7.78,18.29,,,,,,,,,,,,,,,,,,,,,A03135,1,,,,
CROWN ROYAL CHIEFS,SPIRITS,STANDARD,8200078908,22614009,,750M,,,,18.68,24.99,,,,,,,,,,,,,,,,,,,,,D02488,0,,,,
CROWN ROYAL GIFT PACK,SPIRITS,STANDARD,8200074163,833009,,750M,,,,18.68,24.99,,,,,,,,,,,,,,,,,,,,,F02333,0,,,,
CROWN ROYAL GIFT PACK,SPIRITS,STANDARD,8200074164,10919004,,1.75L,,,,40.45,54.99,,,,,,,,,,,,,,,,,,,,,F02332,0,,,,
CROWN ROYAL MAPLE,SPIRITS,STANDARD,8200075989,14054009,,750M,,,,22.57,31.29,,,,,,,,,,,,,,,,,,,,,F03035,0,,,,
CROWN ROYAL MINI,SPIRITS,STANDARD,871990,749021,,50M,,,,2.38,3.09,,,,,,,,,,,,,,,,,,,,,A03103,5,,,,
CROWN ROYAL REGAL APPLE,SPIRITS,STANDARD,8200077156,16717009,,750M,,,,18.68,26.29,,,,,,,,,,,,,,,,,,,,,F02312,10,,,,
CROWN ROYAL REGAL APPLE,SPIRITS,STANDARD,824580,16717021,,50M,,,,1.76,2.29,,,,,,,,,,,,,,,,,,,,,A02143,1,,,,
CROWN ROYAL REGAL APPLE,SPIRITS,STANDARD,8200077155,16717013,,375M,,,,11.12,14.99,,,,,,,,,,,,,,,,,,,,,A03109,2,,,,
CROWN ROYAL REGAL APPLE,SPIRITS,STANDARD,8200077154,16717015,,200M,,,,5.45,7.79,,,,,,,,,,,,,,,,,,,,,A03168,2,,,,
CROWN ROYAL SALTED CARAMEL,SPIRITS,STANDARD,8200078397,21223009,,750M,,,,18.68,25.99,,,,,,,,,,,,,,,,,,,,,F02310,0,,,,
CROWN ROYAL SP RSV,SPIRITS,STANDARD,8700050648,757007,,1.75L,,,,45.52,60.79,,,,,,,,,,,,,,,,,,,,,F02318,0,,,,
CROWN ROYAL SPECIAL RESERVE,SPIRITS,STANDARD,8700020243,757004,,1.75L,,,,66.93,88.89,,,,,,,,,,,,,,,,,,,,,F02329,0,,,,
CROWN ROYAL SPECIAL RESERVE,SPIRITS,STANDARD,8700020133,757009,,750M,,,,36.63,49.39,,,,,,,,,,,,,,,,,,,,,F02309,2,,,,
CROWN ROYAL TEXAS MESQUITE,SPIRITS,STANDARD,8200078783,22063009,,750M,,,,18.68,23.99,,,,,,,,,,,,,,,,,,,,,F03589,0,,,,
CROWN ROYAL VANILLA WHISKY,SPIRITS,STANDARD,8200077657,19491015,,200M,,,,5.45,7.79,,,,,,,,,,,,,,,,,,,,,A03169,1,,,,
CROWN ROYAL VANILLA WHISKY,SPIRITS,STANDARD,825230,19491021,,$50M,,,,15.56,2.29,,,,,,,,,,,,,,,,,,,,,A02188,4,,,,
CROWN ROYAL VANILLA WHISKY,SPIRITS,STANDARD,8200077659,19491009,,750M,,,,18.68,26.29,,,,,,,,,,,,,,,,,,,,,F02314,9,,,,
CROWN ROYAL VANILLA WHISKY,SPIRITS,STANDARD,8200077658,19491013,,375M,,,,11.12,14.99,,,,,,,,,,,,,,,,,,,,,A03133,2,,,,
CROWN ROYAL XO,SPIRITS,STANDARD,8200000382,15316009,,750M,,,,27.24,37.29,,,,,,,,,,,,,,,,,,,,,F02327,0,,,,
